Biology Factoid Questions|||||
Question|Focus|Mod|Coarse Class|Fine Class|Answer
Oksijence zengin kanın aortla sol karıncıktan çıkıp tüm vücudu dolaştıktan sonra alt ve üst ana toplardamarlarla kalbin sağ kulakçığına dönmesine ne ad verilir?|dönmesine||ENTITY|PROCESS.ANIMAL|büyük kan dolaşımı  
Olgunlaşmalarını fetüs döneminde karaciğerde, doğum sonrasında ise kemik iliğinde tamamlayan lenfositlere ne ad verilir?|lenfositlere||ENTIRY|CELL.TYPE|B-lenfositleri  
Ölmüş bitki ve hayvan artıkları ile beslenen bakteri grubuna ne denir?|bakteri grubuna||ENTIRY|BACTERIA.TYPE|Çürükçül
Ölüme neden olan mutasyonlara ne ad verilir?|mutasyonlara||DESCRIPTION|DEFINITION|öldürücü (letal) mutasyon  
Omurgalı hayvanlardan kuşlarda besinlerin karaciğerden salgılanan hangi sıvı ile mekanik sindirimi gerçekleştirilir?|sıvı||ENTITY|SUBSTANCE|öd sıvısı   
Omurgalılar kaç grupta incelenir?|grupta incelenir||NUMERIC|COUNT|5
Omurgalılarda bulunan, idrar oluşumunda görev alan fasulye biçimindeki boşaltım organına ne ad verilir?|boşaltım organına||ENTITY|ORGAN|böbrek 
Omurgalıların alyuvarında bulunan, kanda solunum organından dokulara oksijen, dokulardan solunum organına karbon dioksit taşıyan, kırmızı renkli solunum pigmenti nedir?|solunum pigmenti|kırmızı renkli|ENTITY|SYNTHESIZED|hemoglobin
Omurgalıların yaklaşık kaç üyesi vardır?|üyesi vardır||NUMERIC|COUNT|48000
Omurgasız hayvanlar içinde kanatlara sahip olan tür hangisidir?|tür||ENTITY|ANIMAL|Böcekler
Omurgasız hayvanlar kaç grupta incelenir?|grupta incelenir||NUMERIC|COUNT|6
Omurgasız hayvanlar, hayvanlar aleminin yüzde kaçını oluşturur?|yüzde||NUMERIC|PERCENTAGE|95%
Omurgasızlardan eklembacaklılarda ve yumuşakçalarda görülen destek ve hareket sistemine ne ad verilir?|destek ve hareket sistemine||ENTITY|ANIMAL.SYSTEM|dış iskelet 
Omurgasızlardan yumuşakçalarda, eklem bacaklılarda ve derisi dikenlilerde görülen, bir veya birkaç odacıklı kalp ve kısa damarlardan meydana gelen dolaşım türüne ne ad verilir?|dolaşım türüne||ENTITY|ANIMAL.SYSTEM|açık dolaşım 
Omurlar arasındaki disklerde ve köprücük kemiği gibi kemiklerin eklem yaptığı yerlerde hangi tür kıkırdak yapı vardır?|tür kıkırdak yapı||ENTITY|ANIMAL.STRUCTURE|fibröz kıkırdak  
Omurlar ve bazı yüz kemikleri hangi kemik türüne örnektir?|kemik türüne||ENTITY|ANIMAL.STRUCTURE|düzensiz şekilli kemikler  
Ön kol, dirsek, pazu, uyluk, kaval kemikleri hangi kemik türüne örnektir?|kemik türüne||ENTITY|ANIMAL.STRUCTURE|uzun kemikler  
Oogenezin tamamlanması ve yumurtanın oluşumu ile döllenmemiş yumurtanın vücuttan atılışına kadar olan döngüye ne denir?|döngüye||ENTITY|PROCESS.ANIMAL|Menstrual döngü
Organizmalardan birinin zarar görürken diğerinin yarar sağlayarak oluşturulan yaşam şekline ne ad verilir?|yaşam şekline||DESCRIPTION|DEFINITION|parazitizim
Organizmaların çatı molekülü nedir?|çatı molekülü||ENTITY|SUBSTANCE|Proteinler
Organizmaların döllenmiş yumurtadan itibaren gelişimini ve farklılaşmasını inceleyen bilim dalı hangisidir?|bilim dalı||DESCRIPTION|DEFINITION|Embriyoloji
Organizmaların özellikle beslenme olmak üzere ekosistemlerdeki işlevlerine ne denir?|işlevlerine||DESCRIPTION|DEFINITION|Ekolojik niş
Ortak  bir atadan meydana gelen, yapı ve görev bakımından benzer organlara sahip, çiftleştiklerinde verimli döller verebilen canlıların oluşturduğu topluluğa ne denir?|topluluğa||DESCRIPTION|DEFINITION|Tür
Ortam şartlarından birinin değiştirildiği deney türüne ne denir?|deney türüne||DESCRIPTION|DEFINITION|Kontrollü deney
Ortamda çözünmüş maddelerin hücre zarına yaptığı basınca ne denir?|basınca||DESCRIPTION|DEFINITION|Emme kuvveti
Örtü dokuda bulunan, tek sıralı hücrelerden oluşan ve hücreler arası boşluklar bulunmayan, bitkinin tüm yüzeyini kaplayan en dış tabakaya ne ad verilmektedir?|tabakaya|en dış|DESCRIPTION|DEFINITION|epidermis
Östrojen hormonu salgılayan hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|FSH
Otsu gövde yapısına sahip, enine kesiti alındığında en dışta epidermis dokusunun bulunduğu, parankima dokusunun içinde floem ve ksilemlerin bulunduğu otsu bitki nedir?|bitki|otsu|DESCRIPTION|DEFINITION|tek çenekli otsu bitki  
Otsu gövde yapısına sahip, enine kesiti alındığında en dışta epidermis dokusunun bulunduğu, parankima dokusunun içinde floem ve ksilemlerin bulunduğu, ayrıca korteks tabakası, kambiyum ve özün bulunduğu otsu bitki nedir?|bitki|otsu|DESCRIPTION|DEFINITION|çift çenekli otsu bitki  
Ovulasyonu uyaran hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|LH
Ozmotik basıncın düzenlenmesinde ve bazı enzimlerin aktifleştirilmesinde rol oynayan makro element nedir?|element|makro|ENTITY|ELEMENT|potasyum
Pankreastan bikarbonat iyonlarının salgılanmasını sağlayarak ince bağırsak pH’sını düzenleyen, karaciğerde safra üretimini ve salgılanmasını sağlayan sindirim sisteminde görev alan hormon nedir?|hormon||ENTITY|SYNTHESIZED.HORMONE|sekretin
Parlak renkli olan tek ya da birkaç sıralı olan, böcekleri ve diğer tozlaştırıcıları kendine çekerek tozlaşmaya yardımcı olan çiçek bölümüne ne ad verilir?|çiçek bölümüne||ENTITY|SECTION.PLANT|taç yaprak  
Parlak, sert ve dayanıklı olup, dişin taç kısmını örten tabakaya ne ad verilir?|tabakaya||ENTITY|SECTION.PLANT|mine
Penisilin hangi mantarlardan elde edilir?|mantarlardan||ENTITY|FUNGI|Küf
Penisilin ne zaman bulunmuştur?|zaman bulunmuştur||TEMPORAL|DATE|1927
Penisilini kim bulmuştur?|bulmuştur||HUMAN|INDIVIDUAL|Alexander Fleming
Periyodik cetveldeki elementlerin kaç tanesi canlıların yapısında yer alır?|tanesi yer alır||NUMERIC|COUNT|26
Polenin dişi organ üzerine ulaşması işlemine ne denir?|işlemine||ENTITY|PROCESS.PLANT|Tozlaşma
Polenlerin dişi organ üzerine ulaşmasına ne denir?|ulaşmasına||ENTITY|PROCESS.PLANT|Tozlaşma
Polisakkaritler oluşurken, glikoz molekülleri hangi bağla birbirlerine bağlanırlar?|bağla||ENTITY|SUBSTANCE|Glikozit
Popülasyon büyüklüğü ne zaman dengelenir?|zaman dengelenir||DESCRIPTION|EFFECT|taşıma kapasitesine ulaştığında  
Populasyon büyüklüğünü etkileyen faktörleri analiz eden ve populasyonun zaman içerisinde nasıl ve niçin değiştiğini inceleyen bilim dalı hangisidir?|bilim dalı||DESCRIPTION|DEFINITION|Popülasyon ekolojisi
Popülasyonların büyümelerini engelleyerek popülasyon büyüklüğünün belirli sınırlar arasında kalmasına neden olan etken nedir?|etken||DESCRIPTION|DEFINITION|çevre direnci  
Proctista kelimesi ilk kez hangi yıl kullanılmıştır?|yıl||TEMPORAL|DATE|1860
Programlanmış hücre ölümüne ne denir?|hücre ölümüne||DESCRIPTION|DEFINITION|Apoptozis
Prokaryot hücrelerde kalıtım materyali nerede bulunur?|bulunur||ENTITY|ORGANELLE|Sitoplazmada
Prokaryot hücrelerin en büyük özelliği nedir?|özelliği|en büyük|DESCRIPTION|DESCRIPTION|Çekirdekleri zarsızdır
Protein sentezinde görev alarak hücredeki yaşamsal olayların yönetiminde DNA’dan genetik bilgiyi alan RNA çeşidi nedir?|RNA çeşidi||ENTITY|PROPER NOUN|mRNA mesajcı RNA  
Protein sentezinde oluşan amino asitleri ribozomlara taşıyan RNA çeşidi nedir?|RNA çeşidi||ENTITY|PROPER NOUN|tRNA taşıyıcı RNA  
Protein sentezini yürüten nükleik asit hangisidir?|nükleit asit||ENTITY|PROPER NOUN|RNA
Proteinlerin sindirimi, sindirim kanalının hangi bölümünde başlar?|bölümünde||ENTITY|ORGAN|ince bağırsak  
Proteinlerin sindirimi, sindirim kanalının hangi bölümünde başlar?|bölümünde||ENTITY|ORGAN|midede
Protistalar için Protoctista kelimesini ilk kullanan kimdir?|kullanan||HUMAN|INDIVIDUAL|John Hogg
Protistalar yaşamsal faaliyetlerinin çoğunu nerede gerçekleştirir?|gerçekleştirir||ENTITY|ORGANELLE|Sitoplazmada
Protoctista alemini ilk öneren bilim insanı kimdir?|bilim insanı||HUMAN|INDIVIDUAL|Ernst haekel
Radyolojinin kurucusu olan kimdir?|kurucusu||HUMAN|INDIVIDUAL|Marie curie
Rahimde bir ya da daha fazla embriyo taşımaya ne denir?|taşımaya||ENTITY|PROCESS.ANIMAL|Hamilelik
Reaksiyonların aktivasyon enerjisini düşüren, vücut sıcaklığında gerçekleşmesini sağlayan ve reaksiyon sonucu değişmeden çıkan kimyasal moleküllere ne denir?|moleküllere|kimyasal|DESCRIPTION|DEFINITION|Katalizör
Renklerin algılanmaması durumunda ortaya çıkan hastalık nedir?|hastalık||ENTITY|DISEASE|renk körlüğü
Renksiz kan hücrelerine ne ad verilir?|kan hücrelerine|renksiz|ENTIRY|CELL.TYPE|akyuvar(lökosit)  
Retinada sadece koni hücrelerinin bulunduğu yere ne ad verilir?|yere||DESCRIPTION|DEFINITION|sarı benek
Ribozomal RNA'nın sentezlendiği yere ne ad verilir?|yere||ENTITY|ORGANELLE|Çekirdekçik
RNA hücre protein sentezinde nasıl görev alır?|RNA görev alır||DESCRIPTION|DESCRIPTION|Evet
RNA’nın yapısında, DNA’dan farklı olarak hangi şeker bulunmaktadır?|şeker||ENTITY|SUBSTANCE|riboz şekeri  
Sadece bitki veya algler ile beslenen canlılara ne denir?|canlılara||DESCRIPTION|DEFINITION|Birincil tüketici
Sağ ve sol olmak üzere iki karıncık ve iki kulakçıktan oluşan kalp, hangi türe aittir?|türe||DESCRIPTION|DESCRIPTION|kuş ve memeliler  
Salgılamada en çok görev yapan organelin adı nedir?|organelin adı||ENTITY|ORGANELLE|Golgi cisimciği
Sarkoplazmada kasılmayı sağlayan telciklere ne ad verilir?|telciklere||DESCRIPTION|DEFINITION|miyofibril 
Sarmaşıkların desteğe temas ettiğinde sarılması hangi yönelim hareketine örnektir?|yönelim hareketine||ENTITY|PROCESS.PLANT|haptotropizma
Segmentayon ile oluşan her hücreye ne denir?|hücreye denir||ENTITY|PHASE|Blastomer
Şeker metabolizmasını düzenlemede görev yapan insülin ve glukagon hormonlarını üreten organ hangisidir?|organ||ENTITY|ORGAN|pankreas
Sert kemik dokuda bulunan Havers kanallarını birbirine bağlayan yan kanallara ne ad verilir?|kanallara|yan|ENTITY|PROPER NOUN|Volkmann kanalları  
Sert kemik dokularının altında yer alan, ince, düzensiz kemik lamellerinden oluşmuş gözenekli yapıya sahip kemik dokusu çeşidi nedir?|kemik dokusu çeşidi||ENTITY|TISSUE|süngerimsi kemik doku  
Sıcaklık, su, güneş ışığı, rüzgar ve kayalar, bitki ve hayvanların dağılımını etkileyen hangi faktörlerdendir?|faktörlerdendir||DESCRIPTION|EFFECT|abiyotik faktörler  
Simgesi Be olan elementin adı nedir?|elementin adı||ENTITY|ELEMENT|Berilyum
Simgesi K olan elementin adı nedir?|elementin adı||ENTITY|ELEMENT|Potasyum
Simgesi Li olan elementin adı nedir?|elementin adı||ENTITY|ELEMENT|Lityum
Simgesi Na olan elementin adı nedir?|elementin adı||ENTITY|ELEMENT|Sodyum
Simgesi Rb olan elementin adı nedir?|elementin adı||ENTITY|ELEMENT|Rubidyum
Sinapslarda kimyasal iletiyi sağlayan maddelere ne ad verilir?|maddelere||ENTITY|SUBSTANCE|nörotransmitter
Sindirim sistemi, ağız, yutak, yemek borusu, mide, ince bağırsak ve kalın bağırsaktan oluşan hayvanlar hangileridir?|hayvanlar||ENTITY|ENTITY|omurgalı hayvanlar  
Sindirim sistemi, ön bağırsak, orta bağırsak ve arka bağırsak şeklinde üç bölümden oluşan omurgasız hayvanlar hangileridir?|omurgasız hayvanlar||ENTITY|ANIMAL|böcekler
Sindirim sistemindeki hangi organ etçillere göre otçullarda daha uzundur?|organ||ENTITY|ORGAN|ince bağırsak
Sinir doku dışında bütün dokularda bulunan, bağışıklığın sağlanmasında görevli olan granülsüz akyuvarlara ne ad verilir?|akyuvarlara|granülsüz|ENTIRY|CELL.TYPE|lenfosit 
Sinir hücrelerinin gövdelerinden oluşan boz maddeye ne ad verilir?|maddeye|boz|ENTITY|SECTION.ANIMAL|beyin kabuğu  
Sinir hücresinde bulunan, çok sayıda, kısa ve dallanmış uzantılara ne ad verilir?|uzantılara|kısa ve dallanmış|ENTIRY|CELL.TYPE|dendrit
Sinir hücresinde bulunan, dendritlerden daha uzun olan uzantılara ne ad verilir?|uzantılara||ENTIRY|CELL.TYPE|akson
Sinir hücresine ne ad verilir?|Sinir hücresine||ENTIRY|CELL.TYPE|nöron
Sırtta bulunan, omurlardan oluşmuş, kemik ya da kıkırdak yapıya ne denir?|yapıya|kemik ya da kıkırdak|DESCRIPTION|DEFINITION|Omurga
Sistematiğin temelini atan kimdir?|temelini atan||HUMAN|INDIVIDUAL|Carolus Linneaus
Sıtma hastalığına hangi protozoon sebep olur?|protozoon||ENTITY|PROTIST|Plazmodyum
Sitoplazma bölünmesi, hücre bölünmesinin hangi evresinde başlar?|evresinde||ENTITY|PHASE|Telofaz
Sitoplazma bölünmesine ne denir?|sitoplazma bölünmesine||ENTITY|PHASE|Sitokinez
Söğüt ağacının kabuğundan elde edilen ağrı kesici madde nedir?|madde|ağrı kesici|ENTITY|SUBSTANCE|Salisin
Sölenterler grubunda olan hidrada görülen sinir sistemi, hangi sinir sistemine örnektir?|sinir sistemine||ENTITY|ANIMAL.SYSTEM|ağsı sinir sistemi  
Son 150 yılda Dünya'nın ortalama sıcaklığı ne kadar artmıştır?|kadar artmıştır||NUMERIC|DEGREE|0.8C
Soymuk borusunun diğer adı nedir?|adı|diğer|ENTITY|PLANT.STRUCTURE|Floem
Sperm çekirdeğinin yumurta çekirdeği ile birleşerek zigot oluşturmasına ne denir?|oluşturmasına||ENTITY|PROCESS.ANIMAL|Döllenme
Spermatogenezi başlatan hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|FSH
Spermde mitokondri hangi kısımda bulunur?|kısımda||ENTITY|SECTION.ANIMAL|Boyun
Spermlerde hareketi hangi kısım sağlar?|kısım||ENTITY|SECTION.ANIMAL|Kuyruk
Stearik asit ilk ne zaman sentezlenmiştir?|zaman sentezlenmiştir||TEMPORAL|DATE|1850
Stearik asiti ilk kim sentezlemiştir?|sentezlemiştir||HUMAN|INDIVIDUAL|Marcellin Berthelot
Steroitler hormon yapısına nasıl katılır?|katılır||DESCRIPTION|DESCRIPTION|Hayır
Stomalar, çok nemli ve sulak alanlarda yaşayan bitkilerde genellikle yaprağın neresinde bulunur?|yaprağın bulunur||ENTITY|SECTION.PLANT|üst epidermis  
Stomalar, kurak alanlarda yaşayan bitkilerde genellikle yaprağın neresinde bulunur?|yaprağın bulunur||ENTITY|SECTION.PLANT|alt epidermis  
Şu ana kadar tespit edilmiş canlı türü sayısı yaklaşık ne kadardır?|sayısı kadardır|yaklaşık|NUMERIC|AVERAGE|2 milyon
Su kaç derecede en yüksek özgül ağırlığa sahiptir?|derecede sahiptir||NUMERIC|COUNT|4
Su moleküllerinin ksilemde taşınırken birbirine ve ksilem çeperlerine hidrojen bağlarıyla birbirine tutunmasına ne ad verilmektedir?|tutunmasına||DESCRIPTION|DESCRIPTION|kohezyon
Su moleküllerinin, seçici geçirgen bir zardan, su miktarının çok olduğu ortamdan, su miktarının az olduğu ortama geçerek yayılması olayına ne denir?|olayına||ENTITY|PROCESS.ANIMAL|Osmoz
Su, hava ve topraktaki kirleticilerin, mikroorganizmalar ve bitkiler gibi canlılar yoluyla zararsız bileşiklere dönüştürülmesine ne denir?|dönüştürülmesine||DESCRIPTION|DEFINITION|Biyoremediasyon
Su, mineraller ve bakteriler tarafından üretilen B ve K vitaminlerinin emilimi hangi organda gerçekleşir?|organda||ENTITY|ORGAN|kalın bağırsak  
Suç teşkil eden adli olayları aydınlığa kavuşturmak için saç, kıl, tırnak, deri, kemik gibi biyolojik delilleri analiz eden bilim dalı nedir?|bilim dalı||DESCRIPTION|DEFINITION|Kriminal biyoloji
Suda bulunan, aktif hareket yeteneği olmayan, akıntı yönüne bağımlı olarak hareket eden canlılara verilen genel isim nedir?|isim|genel|ENTITY|PROTIST|Plankton
Sulfanil amid ilk ne zaman üretilmiştir?|zaman üretilmiştir||TEMPORAL|DATE|1908
Sulfanil amidi kim üretmiştir?|amidi üretmiştir||HUMAN|INDIVIDUAL|Farben Industries
Sülük ve toprak solucanlarının türü nedir?|türü||ENTITY|ANIMAL|Halkalı solucan
Süngerlerde, derisi dikenlilerde ve omurgalı canlılarda görülen destek ve hareket sistemine ne ad verilir?|destek ve hareket sistemine||ENTITY|ANIMAL.SYSTEM|iç iskelet 
Süt bezlerinin gelişmesini sağlayan hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|LTH
Suyun difüzyonuna ne denir?|suyun difüzyonuna||ENTITY|PROCESS.ANIMAL|Osmoz
Suyun köklerden bitkinin en üst kısımlarına kadar taşınmasında etkili olan, su moleküllerinin dar çaplı ksilem çeperine tutunma özelliğini kullanarak daha yükseklere çıkarılmasını sağlayan faktör nedir?|faktör||DESCRIPTION|DESCRIPTION|kılcallık
Süzülen sıvı içindeki yararlı maddeler, nefron kanalcıklarına ilerlerken bu kanalcıkları saran kılcallara geçerek yeniden kan dolaşımına katılması olayına ne denir?|olayına||ENTITY|PROCESS.ANIMAL|geri emilim  
taksonomi ve sınıflandırmadan farklı ve kapsamlı olarak, canlıların birbirleri ile benzerlik ve farklılıklarını inceleyen bilim dalına ne denir?|bilim dalına||DESCRIPTION|DEFINITION|Sistematik
Talamus ve hipotalamustan oluşan beynin kısmı hangisidir?|beynin kısmı||ENTITY|SECTION.ANIMAL|ara beyin  
Tarımda verim artışını sağlayan teknolojinin adı nedir?|teknolojinin adı||ENTITY|PROPER NOUN|rekombinant DNA teknolojisi  
Tat alan, besinlerin karıştırılmasını ve yutağa gönderilmesini sağlayan organ nedir?|organ||ENTITY|ORGAN|dil
Tek sıralı epitel dokudan oluşan, kalbin iç yüzeyini örten ve aşınmayı önleyen kaygan bir yapı oluşturan kalp tabakasına ne denir?|kalp tabakasına||ENTITY|TISSUE|endokart
Temiz kan ile kirli kanın karışmadığı, vücutlarını belli bir sıcaklıkta tutabilen canlılara ne ad verilir?|canlılara||DESCRIPTION|DESCRIPTION|sıcakkanlı canlılar  
Tenya ve bağırsak solucanı hangi hayvansal parazitlere örnektir?|hayvansal parazitlere||DESCRIPTION|DEFINITION|iç parazit  
Tenya, kancalı kurt gibi parazit enfeksiyonlarında ve alerjik reaksiyonlarda etkili olan granüllü akyuvarlara ne ad verilir?|akyuvarlara|granüllü|ENTIRY|CELL.TYPE|eozinofiller
Teorinin zamanla doğrulanarak bilimsel gerçeğe dönüşmesine ne denir?|dönüşmesine||DESCRIPTION|DEFINITION|Kanun
Testislerde sperm oluşmasına ne denir?|oluşmasına||ENTITY|PROCESS.ANIMAL|Spermatogenez
Testislerde sperm oluşumunu uyaran hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|FSH
Testislerin içinde erkeklik hormonu üreten hücrelere ne denir?|hücrelere||ENTIRY|CELL.TYPE|Leydig hücreleri
Testislerin tutulduğu keseye ne denir?|keseye||ENTITY|SECTION.ANIMAL|Skrotum
Testosteron hormonun salgılanmasını sağlayan hormon hangisidir?|hormon||ENTITY|SYNTHESIZED.HORMONE|LH
Tetrat adı verilen yapı mayozun hangi evresinde oluşur?|evresinde||ENTITY|PHASE|Profaz I
Tifo, difteri gibi bakterilerin sebep olduğu hastalıklara  karşı en etkili bağışıklık yöntemi nedir?|bağışıklık yöntemi|en etkili|DESCRIPTION|DEFINITION|humoral bağışıklık  
Tohum içinde gelişen embriyo için depolanmış besin kaynağına ne ad verilir?|besin kaynağına||DESCRIPTION|DEFINITION|endospermi (besi doku)  
Tohum olgunlaştıktan ve çevreye yayıldıktan sonra embriyo tohum içinde besi dokusu ile beslendiği ve kabuk tarafından korunduğu sürece ne ad verilir?|sürece||ENTITY|PROCESS.PLANT|dormansi (uyku hali)  
Tohumlu bitkilerde eşeyli üreme ne ile başlamaktadır?|başlamaktadır||ENTITY|PROCESS.PLANT|tozlaşmayla
Tohumlu bitkilerde üreme organı nedir?|üreme organı||ENTITY|SECTION.PLANT|çiçek 
Tohumsuz bitkiler ne ile ürer?|ürer||ENTITY|PLANT.STRUCTURE|Spor
Tohumsuz bitkiler ne sayesinde ürerler?|sayesinde ürerler||ENTITY|ENTITY|Spor
Tohumu çimlenmeden önce mekanik etkilerden ve uygun olmayan çevre koşullarından koruyan yapıya ne ad verilir?|yapıya||ENTITY|PLANT.STRUCTURE|tohum kabuğu  
Tohumun meyve ile kuşatıldığı bitkilere ne denir?|bitkilere||ENTITY|PLANT|Kapalı tohumlu bitkiler
Toplanan verileri yorumlama sürecine ne denir?|yorumlama sürecine||DESCRIPTION|DEFINITION|Çıkarım
Toplumların kalkınmasında önemli rol oynamış olan maden ve petrol gibi yer altı kaynakları, su, orman, çayır ve meralar, toprak ve toprak ürünleri gibi yaşam için gerekli ham maddelere ne denir?|ham maddelere||DESCRIPTION|DEFINITION|Doğal kaynaklar
Toprak solucanı, süngerler, kurbağa ve semender gibi organizmalar hangi solunumu gerçekleştirmektedir?|solunumu||ENTITY|PROCESS.ANIMAL|deri solunumu  
Topraktaki su miktarının ve havanın neminin yüksek, bitkide terlemenin düşük olduğu zamanlarda köklerden giren suyun, kök basıncının etkisiyle yapraklardaki hidatotlardan su damlaları halinde dışarıya atıldığı olaya ne denir?|olaya||ENTITY|PROCESS.PLANT|damlama (gutasyon)
Topraktan alınan suyun bitkinin diğer kısımlarına taşınmasını sağlayan yapıya ne ad verilmektedir|yapıya||DESCRIPTION|DEFINITION|ksilem
Tozlaşma işlemi en çok nasıl gerçekleştirilir?|gerçekleştirilir||ENTITY|PROCESS.PLANT|Böceklerle
Trigliseritler hangi hormon yapısına katılır?|hormon yapısına||DESCRIPTION|DESCRIPTION|Evet
Trigliseritlerin diğer adı nedir?|adı|diğer|ENTITY|SUBSTANCE|Nötral yağlar
TÜBİTAK Mam-Gen Mühendisliği ve Biyoteknoloji Enstitüsü ile Lalahan Hayvancılık Merkez Araştırma Enstitüsünde iki gen bankası ne zaman kuruldu?|zaman kuruldu||TEMPORAL|DATE|2011
Tükürüğün pH’ı nasıldır?|nasıldır||DESCRIPTION|DESCRIPTION|Nötr
Tükürükte bulunan hangi enzim nişasta ve glikojen üzerine etki ederek karbonhidrat moleküllerini parçalar?|enzim||ENTITY|SYNTHESIZED|amilaz enzimi  
Tüm canlılardaki temel fonksiyonel yapı birimi nedir?|yapı birimi|temel fonksiyonel|ENTITY|ENTITY|Hücre
Tür tanımı ilk kez hangi eserde yapılmıştır?|eserde||DESCRIPTION|DESCRIPTION|Bitkilerin tarihi
Türkiye 1973 yılında kaç hektar ormana sahipti?|hektar sahipti||NUMERIC|COUNT|20.2 milyon hektar
Türkiye 2004 yılında kaç hektar ormana sahipti?|hektar sahipti||NUMERIC|COUNT|21.1. milyon hektar
Türkiye 2010 yılında kaç hektar ormana sahipti?|hektar sahipti||NUMERIC|COUNT|21.6 milyon hektar
Türkiye elektrik üretiminin ne kadarını HES'ten karşılamaktadır?|kadarını karşılamaktadır||NUMERIC|PERCENTAGE|45%
Türkiye'nin elektrik ihtiyacının %45'i nereden karşılanmaktadır?|karşılanmaktadır||DESCRIPTION|DESCRIPTION|HES
Türler arasında zorunlu olmayan mutualizme ne denir?|mutualizme||DESCRIPTION|DEFINITION|gevşek mutualizm  
Türün değişmezliğini ilk kez kim savunmuştur?|değişmezliğini savunmuştur||HUMAN|INDIVIDUAL|Carolus Linneaus
Türün yayılış alanı içerisindeki bir bölgede bulunan o türe ait bireylerin meydana getirdiği topluluğa ne denir?|topluluğa||DESCRIPTION|DEFINITION|Popülasyon
Ülkemiz dünya toryum rezevlerinin ne kadarına sahiptir?|kadarına sahiptir||NUMERIC|PERCENTAGE|65%
Ülkemizde yaklaşık ne kadar erozyona bağlı toprak kaybı yaşanmaktadır?|toprak kaybı||NUMERIC|COUNT|1.4 milyar ton
Ulubat ve Eymir gölleri hangi biyom çeşidine örnektir?|biyom çeşidine||DESCRIPTION|DESCRIPTION|tatlı su biyomları  
Urasil DNA’nın yapısında nerede bulunur?|yapısında bulunur||DESCRIPTION|DESCRIPTION|Evet
Üre ilk ne zaman sentezlenmiştir?|zaman sentezlenmiştir||TEMPORAL|DATE|1828
Üreme ana hücrelerinin büyüdüğü bölünmeye hazırlık evresine ne denir?|evresine|hazırlık|ENTITY|PHASE|İnterfaz
Üretici protistalara ne denir?|protistalara|üretici|ENTITY|PROTIST|Algler
Üretim, salgılama, paketleme ve depolama merkezi olan organel hangisidir?|organel||ENTITY|ORGANELLE|Golgi cisimciği
Ürettiği salgıyı doğrudan kana veren bezlere ne ad verilir?|bezlere||ENTITY|SECTION.ANIMAL|endokrin bez
Üreyi ilk kim sentezlemiştir?|sentezlemiştir||HUMAN|INDIVIDUAL|Friedrich wöhler
Üriner sistemi meydana getiren yapıların en önemlisi hangisidir?|yapıların en önemlisi||ENTITY|ORGAN|böbrek
Uyarılan bir kasın bir kez kasılıp gevşeyerek eski halini almasına ne ad verilir?|almasına||ENTITY|PROCESS.ANIMAL|kas sarsı (kasıl sarsılma)  
Uygun olmayan ortamlarda tohumun çimlenmesini engelleyen hormon hangisidir?|hormon||ENTITY|SUBSTANCE|Absisik asit
Uzağı göremeyen kişilerin sahip olduğu görme bozukluğuna ne ad verilir?|görme bozukluğuna||ENTITY|DISEASE|miyop
Üzerinde canlı bulunmayan bir ortama canlıların yerleşmeye başlamasıyla gerçekleşen süksesyon çeşidi nedir?|süksesyon çeşidi||DESCRIPTION|DEFINITION|birincil süksesyon  
Üzerine kısa ya da uzun süre tutunarak konağın kanını emen, sindirim sistemi gelişmiş hayvansal parazitlere ne denir?|hayvansal parazitlere||DESCRIPTION|DEFINITION|dış parazit  
Uzun kemiklerin gövdesinde ve baş kısmındaki süngerimsi kemik doku üzerinde, kısa ve yassı kemiklerin dış yüzeyinde bulunan kemik dokusu çeşidi nedir?|kemik dokusu çeşidi||ENTITY|TISSUE|sıkı(sert) kemik doku  
Vezüv yanardağ patlaması kaç yılında gerçekleşmiştir?|yılında gerçekleşmiştir||TEMPORAL|DATE|MS 79
Virüs, bakteri, mantar gibi hastalık etkenlerinin insan vücuduna girerek çoğalmalarına ne ad verilir?|çoğalmalarına||ENTITY|PROCESS.ANIMAL|enfeksiyon
Virüsle enfekte olmuş hücreler ne salgılar?|hücreler salgılar||ENTITY|SYNTHESIZED|interferon(antimikrobiyal protein)  
Vücudu koruyan bağışıklık sisteminin, alerjenlere karşı aşırı tepki vermesine ne ad verilir?|tepki vermesine|aşırı|ENTITY|DISEASE|alerji 
Vücudumuzun herhangi bir hastalık etkenine karşı doğuştan dirençli olmasına ne ad verilir?|dirençli olmasına||ENTITY|PROCESS.ANIMAL|doğal bağışıklık  
Vücudun değişik bölgelerinde bulunan, belirli bir şekli olmayan kemiklere ne ad verilir?|kemiklere||ENTITY|ANIMAL.STRUCTURE|düzensiz şekilli kemikler  
Vücudunda karışık kan dolaşan canlılar hangileridir?|canlılar||DESCRIPTION|DESCRIPTION|soğukkanlı canlılar  
